Predator,Prey,Pred Mass,Prey Mass,Scenario
Hydromys_chrysogaster,Leggadina_lakedownensis,2.68106,1.243038,CU
Hydromys_chrysogaster,Pseudomys_desertor,2.68106,1.39794,CU
Hydromys_chrysogaster,Pseudomys_nanus,2.68106,1.531479,CU
Hydromys_chrysogaster,Rattus_tunneyi,2.68106,2.093422,CU
Hydromys_chrysogaster,Rattus_villosissimus,2.68106,2.127105,CU
Hydromys_chrysogaster,Zyzomys_argurus,2.68106,1.556303,CU
Leggadina_lakedownensis,Pseudomys_delicatulus,1.243038,1.041393,CU
Leggadina_lakedownensis,Pseudomys_desertor,1.243038,1.39794,CU
Leggadina_lakedownensis,Pseudomys_johnsoni,1.243038,1.079181,CU
Leggadina_lakedownensis,Pseudomys_nanus,1.243038,1.531479,CU
Leggadina_lakedownensis,Zyzomys_argurus,1.243038,1.556303,CU
Pseudomys_delicatulus,Leggadina_lakedownensis,1.041393,1.243038,CU
Pseudomys_delicatulus,Pseudomys_desertor,1.041393,1.39794,CU
Pseudomys_delicatulus,Pseudomys_johnsoni,1.041393,1.079181,CU
Pseudomys_desertor,Leggadina_lakedownensis,1.39794,1.243038,CU
Pseudomys_desertor,Pseudomys_delicatulus,1.39794,1.041393,CU
Pseudomys_desertor,Pseudomys_johnsoni,1.39794,1.079181,CU
Pseudomys_desertor,Pseudomys_nanus,1.39794,1.531479,CU
Pseudomys_desertor,Zyzomys_argurus,1.39794,1.556303,CU
Pseudomys_johnsoni,Leggadina_lakedownensis,1.079181,1.243038,CU
Pseudomys_johnsoni,Pseudomys_delicatulus,1.079181,1.041393,CU
Pseudomys_johnsoni,Pseudomys_desertor,1.079181,1.39794,CU
Pseudomys_nanus,Leggadina_lakedownensis,1.531479,1.243038,CU
Pseudomys_nanus,Pseudomys_delicatulus,1.531479,1.041393,CU
Pseudomys_nanus,Pseudomys_desertor,1.531479,1.39794,CU
Pseudomys_nanus,Pseudomys_johnsoni,1.531479,1.079181,CU
Pseudomys_nanus,Zyzomys_argurus,1.531479,1.556303,CU
Rattus_tunneyi,Leggadina_lakedownensis,2.093422,1.243038,CU
Rattus_tunneyi,Pseudomys_desertor,2.093422,1.39794,CU
Rattus_tunneyi,Pseudomys_nanus,2.093422,1.531479,CU
Rattus_tunneyi,Rattus_villosissimus,2.093422,2.127105,CU
Rattus_tunneyi,Zyzomys_argurus,2.093422,1.556303,CU
Rattus_villosissimus,Leggadina_lakedownensis,2.127105,1.243038,CU
Rattus_villosissimus,Pseudomys_desertor,2.127105,1.39794,CU
Rattus_villosissimus,Pseudomys_nanus,2.127105,1.531479,CU
Rattus_villosissimus,Rattus_tunneyi,2.127105,2.093422,CU
Rattus_villosissimus,Zyzomys_argurus,2.127105,1.556303,CU
Zyzomys_argurus,Leggadina_lakedownensis,1.556303,1.243038,CU
Zyzomys_argurus,Pseudomys_delicatulus,1.556303,1.041393,CU
Zyzomys_argurus,Pseudomys_desertor,1.556303,1.39794,CU
Zyzomys_argurus,Pseudomys_johnsoni,1.556303,1.079181,CU
Zyzomys_argurus,Pseudomys_nanus,1.556303,1.531479,CU
Hydromys_chrysogaster,Leggadina_lakedownensis,2.68106,1.243038,PN
Hydromys_chrysogaster,Mesembriomys_macrurus,2.68106,2.426511,PN
Hydromys_chrysogaster,Pseudomys_desertor,2.68106,1.39794,PN
Hydromys_chrysogaster,Pseudomys_nanus,2.68106,1.531479,PN
Hydromys_chrysogaster,Rattus_tunneyi,2.68106,2.093422,PN
Hydromys_chrysogaster,Rattus_villosissimus,2.68106,2.127105,PN
Hydromys_chrysogaster,Zyzomys_argurus,2.68106,1.556303,PN
Leggadina_lakedownensis,Pseudomys_delicatulus,1.243038,1.041393,PN
Leggadina_lakedownensis,Pseudomys_desertor,1.243038,1.39794,PN
Leggadina_lakedownensis,Pseudomys_johnsoni,1.243038,1.079181,PN
Leggadina_lakedownensis,Pseudomys_nanus,1.243038,1.531479,PN
Leggadina_lakedownensis,Zyzomys_argurus,1.243038,1.556303,PN
Mesembriomys_macrurus,Hydromys_chrysogaster,2.426511,2.68106,PN
Mesembriomys_macrurus,Leggadina_lakedownensis,2.426511,1.243038,PN
Mesembriomys_macrurus,Pseudomys_desertor,2.426511,1.39794,PN
Mesembriomys_macrurus,Pseudomys_nanus,2.426511,1.531479,PN
Mesembriomys_macrurus,Rattus_tunneyi,2.426511,2.093422,PN
Mesembriomys_macrurus,Rattus_villosissimus,2.426511,2.127105,PN
Mesembriomys_macrurus,Zyzomys_argurus,2.426511,1.556303,PN
Pseudomys_delicatulus,Leggadina_lakedownensis,1.041393,1.243038,PN
Pseudomys_delicatulus,Pseudomys_desertor,1.041393,1.39794,PN
Pseudomys_delicatulus,Pseudomys_johnsoni,1.041393,1.079181,PN
Pseudomys_desertor,Leggadina_lakedownensis,1.39794,1.243038,PN
Pseudomys_desertor,Pseudomys_delicatulus,1.39794,1.041393,PN
Pseudomys_desertor,Pseudomys_johnsoni,1.39794,1.079181,PN
Pseudomys_desertor,Pseudomys_nanus,1.39794,1.531479,PN
Pseudomys_desertor,Zyzomys_argurus,1.39794,1.556303,PN
Pseudomys_johnsoni,Leggadina_lakedownensis,1.079181,1.243038,PN
Pseudomys_johnsoni,Pseudomys_delicatulus,1.079181,1.041393,PN
Pseudomys_johnsoni,Pseudomys_desertor,1.079181,1.39794,PN
Pseudomys_nanus,Leggadina_lakedownensis,1.531479,1.243038,PN
Pseudomys_nanus,Pseudomys_delicatulus,1.531479,1.041393,PN
Pseudomys_nanus,Pseudomys_desertor,1.531479,1.39794,PN
