Predator,Prey,Pred Mass,Prey Mass,Scenario
Aethomys_hindei,Arvicanthis_niloticus,2.01494,2.028978,CU
Aethomys_hindei,Colomys_goslingi,2.01494,1.79588,CU
Aethomys_hindei,Dasymys_incomtus,2.01494,1.955207,CU
Aethomys_hindei,Deomys_ferrugineus,2.01494,1.792392,CU
Aethomys_hindei,Gerbilliscus_kempi,2.01494,2.004321,CU
Aethomys_hindei,Gerbilliscus_validus,2.01494,2.032216,CU
Aethomys_hindei,Grammomys_kuru,2.01494,1.716003,CU
Aethomys_hindei,Hybomys_univittatus,2.01494,1.677607,CU
Aethomys_hindei,Hylomyscus_aeta,2.01494,1.399674,CU
Aethomys_hindei,Hylomyscus_stella,2.01494,1.305351,CU
Aethomys_hindei,Lemniscomys_macculus,2.01494,1.481443,CU
Aethomys_hindei,Lemniscomys_striatus,2.01494,1.619093,CU
Aethomys_hindei,Lophuromys_flavopunctatus,2.01494,1.778151,CU
Aethomys_hindei,Lophuromys_luteogaster,2.01494,1.531479,CU
Aethomys_hindei,Lophuromys_sikapusi,2.01494,1.869818,CU
Aethomys_hindei,Malacomys_longipes,2.01494,1.980458,CU
Aethomys_hindei,Mastomys_erythroleucus,2.01494,1.667453,CU
Aethomys_hindei,Mastomys_natalensis,2.01494,1.561101,CU
Aethomys_hindei,Mylomys_dybowskii,2.01494,2.058426,CU
Aethomys_hindei,Myomyscus_brockmani,2.01494,1.469822,CU
Aethomys_hindei,Oenomys_hypoxanthus,2.01494,1.954243,CU
Aethomys_hindei,Praomys_jacksoni,2.01494,1.623249,CU
Aethomys_hindei,Praomys_misonnei,2.01494,1.592177,CU
Aethomys_hindei,Praomys_verschureni,2.01494,1.690196,CU
Aethomys_hindei,Stochomys_longicaudatus,2.01494,1.851258,CU
Aethomys_hindei,Taterillus_congicus,2.01494,1.699838,CU
Aethomys_hindei,Taterillus_emini,2.01494,1.716003,CU
Aethomys_hindei,Zelotomys_hildegardeae,2.01494,1.778151,CU
Aethomys_hindei,Steatomys_opimus,2.01494,1.630428,CU
Aethomys_hindei,Steatomys_pratensis,2.01494,1.681241,CU
Aethomys_hindei,Graphiurus_christyi,2.01494,1.356026,CU
Aethomys_hindei,Graphiurus_lorraineus,2.01494,1.225309,CU
Aethomys_hindei,Graphiurus_microtis,2.01494,1.190332,CU
Aethomys_hindei,Fukomys_ochraceocinereus,2.01494,2.30103,CU
Allochrocebus_lhoesti,Neotragus_batesi,3.730378,3.477121,CU
Allochrocebus_lhoesti,Philantomba_monticola,3.730378,3.79588,CU
Allochrocebus_lhoesti,Aethomys_hindei,3.730378,2.01494,CU
Allochrocebus_lhoesti,Arvicanthis_niloticus,3.730378,2.028978,CU
Allochrocebus_lhoesti,Colomys_goslingi,3.730378,1.79588,CU
Allochrocebus_lhoesti,Dasymys_incomtus,3.730378,1.955207,CU
Allochrocebus_lhoesti,Deomys_ferrugineus,3.730378,1.792392,CU
Allochrocebus_lhoesti,Gerbilliscus_kempi,3.730378,2.004321,CU
Allochrocebus_lhoesti,Gerbilliscus_validus,3.730378,2.032216,CU
Allochrocebus_lhoesti,Grammomys_kuru,3.730378,1.716003,CU
Allochrocebus_lhoesti,Hybomys_univittatus,3.730378,1.677607,CU
Allochrocebus_lhoesti,Hylomyscus_aeta,3.730378,1.399674,CU
Allochrocebus_lhoesti,Hylomyscus_stella,3.730378,1.305351,CU
Allochrocebus_lhoesti,Lemniscomys_macculus,3.730378,1.481443,CU
Allochrocebus_lhoesti,Lemniscomys_striatus,3.730378,1.619093,CU
Allochrocebus_lhoesti,Lophuromys_flavopunctatus,3.730378,1.778151,CU
Allochrocebus_lhoesti,Lophuromys_luteogaster,3.730378,1.531479,CU
Allochrocebus_lhoesti,Lophuromys_sikapusi,3.730378,1.869818,CU
Allochrocebus_lhoesti,Malacomys_longipes,3.730378,1.980458,CU
Allochrocebus_lhoesti,Mastomys_erythroleucus,3.730378,1.667453,CU
Allochrocebus_lhoesti,Mastomys_natalensis,3.730378,1.561101,CU
Allochrocebus_lhoesti,Mylomys_dybowskii,3.730378,2.058426,CU
Allochrocebus_lhoesti,Myomyscus_brockmani,3.730378,1.469822,CU
Allochrocebus_lhoesti,Oenomys_hypoxanthus,3.730378,1.954243,CU
Allochrocebus_lhoesti,Praomys_jacksoni,3.730378,1.623249,CU
Allochrocebus_lhoesti,Praomys_misonnei,3.730378,1.592177,CU
Allochrocebus_lhoesti,Praomys_verschureni,3.730378,1.690196,CU
Allochrocebus_lhoesti,Stochomys_longicaudatus,3.730378,1.851258,CU
Allochrocebus_lhoesti,Taterillus_congicus,3.730378,1.699838,CU
Allochrocebus_lhoesti,Taterillus_emini,3.730378,1.716003,CU
Allochrocebus_lhoesti,Zelotomys_hildegardeae,3.730378,1.778151,CU
Allochrocebus_lhoesti,Dendrohyrax_dorsalis,3.730378,3.501744,CU
Allochrocebus_lhoesti,Procavia_capensis,3.730378,3.481443,CU
Allochrocebus_lhoesti,Cricetomys_emini,3.730378,3.113943,CU
Allochrocebus_lhoesti,Steatomys_opimus,3.730378,1.630428,CU
Allochrocebus_lhoesti,Steatomys_pratensis,3.730378,1.681241,CU
Allochrocebus_lhoesti,Rhynchocyon_cirnei,3.730378,2.690196,CU
Allochrocebus_lhoesti,Graphiurus_christyi,3.730378,1.356026,CU
Allochrocebus_lhoesti,Fukomys_ochraceocinereus,3.730378,2.30103,CU
Allochrocebus_lhoesti,Thryonomys_swinderianus,3.730378,3.502427,CU
Aonyx_congicus,Funisciurus_anerythrus,4.376581,2.338456,CU
Aonyx_congicus,Funisciurus_pyrropus,4.376581,2.472756,CU
Aonyx_congicus,Heliosciurus_rufobrachium,4.376581,2.569959,CU
Aonyx_congicus,Paraxerus_alexandri,4.376581,1.716003,CU
Aonyx_congicus,Paraxerus_boehmi,4.376581,1.845098,CU
Aonyx_congicus,Paraxerus_poensis,4.376581,2.095169,CU
Aonyx_congicus,Protoxerus_stangeri,4.376581,2.793441,CU
Aonyx_congicus,Xerus_erythropus,4.376581,2.70105,CU
Aonyx_congicus,Aethomys_hindei,4.376581,2.01494,CU
Aonyx_congicus,Arvicanthis_niloticus,4.376581,2.028978,CU
Aonyx_congicus,Colomys_goslingi,4.376581,1.79588,CU
Aonyx_congicus,Dasymys_incomtus,4.376581,1.955207,CU
Aonyx_congicus,Deomys_ferrugineus,4.376581,1.792392,CU
Aonyx_congicus,Gerbilliscus_kempi,4.376581,2.004321,CU
Aonyx_congicus,Gerbilliscus_validus,4.376581,2.032216,CU
Aonyx_congicus,Grammomys_kuru,4.376581,1.716003,CU
Aonyx_congicus,Hybomys_univittatus,4.376581,1.677607,CU
Aonyx_congicus,Hylomyscus_aeta,4.376581,1.399674,CU
Aonyx_congicus,Hylomyscus_stella,4.376581,1.305351,CU
Aonyx_congicus,Lemniscomys_macculus,4.376581,1.481443,CU
Aonyx_congicus,Lemniscomys_striatus,4.376581,1.619093,CU
Aonyx_congicus,Lophuromys_flavopunctatus,4.376581,1.778151,CU
Aonyx_congicus,Lophuromys_luteogaster,4.376581,1.531479,CU
Aonyx_congicus,Lophuromys_sikapusi,4.376581,1.869818,CU
Aonyx_congicus,Malacomys_longipes,4.376581,1.980458,CU
Aonyx_congicus,Mastomys_erythroleucus,4.376581,1.667453,CU
Aonyx_congicus,Mastomys_natalensis,4.376581,1.561101,CU
Aonyx_congicus,Mylomys_dybowskii,4.376581,2.058426,CU
Aonyx_congicus,Myomyscus_brockmani,4.376581,1.469822,CU
Aonyx_congicus,Oenomys_hypoxanthus,4.376581,1.954243,CU
Aonyx_congicus,Praomys_jacksoni,4.376581,1.623249,CU
Aonyx_congicus,Praomys_misonnei,4.376581,1.592177,CU
Aonyx_congicus,Praomys_verschureni,4.376581,1.690196,CU
Aonyx_congicus,Stochomys_longicaudatus,4.376581,1.851258,CU
Aonyx_congicus,Taterillus_congicus,4.376581,1.699838,CU
Aonyx_congicus,Taterillus_emini,4.376581,1.716003,CU
Aonyx_congicus,Zelotomys_hildegardeae,4.376581,1.778151,CU
Aonyx_congicus,Dendrohyrax_dorsalis,4.376581,3.501744,CU
Aonyx_congicus,Procavia_capensis,4.376581,3.481443,CU
Aonyx_congicus,Cricetomys_emini,4.376581,3.113943,CU
Aonyx_congicus,Steatomys_opimus,4.376581,1.630428,CU
