Extinct,Ecozone,Replacement,Area
Agalmaceros_blicki,Neotropic,Odocoileus_virginianus,897475
Antidorcas_australis,Afrotropic,Pelea_capreolus,1215550
Antidorcas_bondi,Afrotropic,Sylvicapra_grimmia,7312775
Arctodus_simus,Neartic,Ursus_arctos,16301825
Arctodus_simus,Neotropic,Ursus_arctos,57025
Arctotherium_wingei,Neotropic,Ursus_americanus,43000
Aztlanolagus_agilis,Neartic,Lepus_californicus,2740325
Aztlanolagus_agilis,Neotropic,Lepus_californicus,5650
Aztlanolagus_agilis,Neotropic,Sylvilagus_floridanus,5650
Bettongia_anhydra,Australasia,Bettongia_lesueur,2612350
Bettongia_pusilla,Australasia,Bettongia_lesueur,439475
Bettongia_pusilla,Australasia,Bettongia_penicillata,439475
Bootherium_bombifrons,Neartic,Connochaetes_taurinus,2562575
Borungaboodie_hatcheri,All,No Replacement,0
Brachyprotoma_obtusata,Neartic,Conepatus_leuconotus,1433100
Bubalus_palaeokerabau,Indomalaya,Bos_javanicus,149075
Caipora_bambuiorum,Neotropic,Brachyteles_arachnoides,1017225
Camelops_hesternus,Neartic,Camelus_ferus,4591300
Camelops_hesternus,Neotropic,Camelus_dromedarius,5650
Canis_dirus,Neartic,Canis_lupus,10016950
Canis_dirus,Neotropic,Canis_lupus,594425
CapriniGen_spA,Afrotropic,Tragelaphus_scriptus,2300375
Capromeryx_minor,All,No Replacement,0
Castoroides_ohioensis,All,No Replacement,0
Catagonus_stenocephalus,Neotropic,Pecari_tajacu,13037725
Cervalces_scotti,Neartic,Alces_alces,1091850
Conilurus_albipes,Australasia,Conilurus_penicillatus,0
Conilurus_capricornensis,Australasia,Conilurus_penicillatus,0
Cryptonanus_ignitus,Neotropic,Thylamys_venustus,654625
Cuvieronius_hyodon,Neartic,Elephas_maximus,596750
Cuvieronius_hyodon,Neotropic,Loxodonta_africana,674650
Damaliscus_hypsodon,Afrotropic,Tragelaphus_scriptus,6363150
Damaliscus_niro,Afrotropic,Alcelaphus_buselaphus,6277000
Dasypus_bellus,Neartic,Dasypus_kappleri,875
Dasypus_bellus,Neotropic,Dasypus_kappleri,2625
Diabolotherium_nordenskioldi,All,No Replacement,0
Doedicurus_clavicaudatus,All,No Replacement,0
Dusicyon_avus,Neotropic,Lycalopex_griseus,1739875
Elasmotherium_sibiricum,Paleartic,Ceratotherium_simum,0
Elephas_iolensis,Afrotropic,Loxodonta_africana,2812575
Elephas_iolensis,Paleartic,Loxodonta_africana,5050600
Elephas_namadicus,Indomalaya,Elephas_maximus,76225
Elephas_namadicus,Paleartic,Elephas_maximus,222225
Elephas_naumanii,Indomalaya,Elephas_maximus,875
Elephas_naumanii,Paleartic,Elephas_maximus,226025
Equus_francisci,Neartic,Equus_ferus,9879000
Equus_francisci,Neotropic,Equus_ferus,547150
Equus_hydruntinus,Paleartic,Equus_ferus,5887725
Equus_ovodovi,Paleartic,Equus_ferus,13894275
Euceratherium_collinum,Neartic,Bison_bison,2692450
Euceratherium_collinum,Neotropic,Bison_bison,1075
Eutatus_seguini,All,No Replacement,0
Extinct,Ecozone,Replacement,Area
Gazella_atlantica,Paleartic,Ammotragus_lervia,1741725
Gazella_bilkis,Afrotropic,Capricornis_crispus,0
Gazella_bilkis,Afrotropic,Naemorhedus_caudatus,0
Gazella_bilkis,Afrotropic,Procapra_gutturosa,0
Gazella_bilkis,Afrotropic,Procapra_przewalskii,0
Gazella_bilkis,Paleartic,Eudorcas_albonotata,0
Gazella_saudiya,Afrotropic,Gazella_gazella,272850
Gazella_saudiya,Paleartic,Gazella_gazella,880575
Gazella_tingitana,Paleartic,Gazella_cuvieri,1618125
Glyptodon_clavipes,All,No Replacement,0
Glyptodon_reticulatus,All,No Replacement,0
Glyptotherium_cylindricum,All,No Replacement,0
Glyptotherium_floridanum,All,No Replacement,0
Haploidoceros_mediterraneus,Paleartic,Cervus_elaphus,4037450
Hemiauchenia_macrocephala,Neartic,Lama_guanicoe,2081275
Hemiauchenia_macrocephala,Neotropic,Lama_guanicoe,75
Hemiauchenia_paradoxa,Neotropic,Camelus_dromedarius,301550
Hemitragus_cedrensis,Paleartic,Capra_pyrenaica,925525
Hexaprotodon_sivalensis,Indomalaya,Choeropsis_liberiensis,88975
Hippidion_devillei,Neotropic,Equus_ferus,1136225
Hippidion_principale,Neotropic,Equus_quagga,6165000
Hippotragus_leucophaeus,Afrotropic,Alcelaphus_buselaphus,68550
Hippotragus_leucophaeus,Afrotropic,Damaliscus_pygargus,68550
Holmesina_occidentalis,All,No Replacement,0
Holmesina_paulacoutoi,All,No Replacement,0
Holmesina_septentrionalis,All,No Replacement,0
Homotherium_latidens,Paleartic,Panthera_tigris,2717225
Homotherium_serum,Neartic,Panthera_onca,2619225
Homotherium_serum,Neotropic,Panthera_onca,55775
Hoplophorus_euphractus,All,No Replacement,0
Hystrix_kiangsenensis,Indomalaya,Hystrix_brachyura,817250
Hystrix_kiangsenensis,Paleartic,Hystrix_brachyura,1112875
Hystrix_refossa,Indomalaya,Hystrix_indica,450
Hystrix_refossa,Paleartic,Hystrix_indica,1955550
Kolpochoerus_majus,Afrotropic,Hylochoerus_meinertzhageni,1737750
Lagorchestes_asomatus,Australasia,Lagorchestes_hirsutus,1540300
Lagostomus_crassus,Neotropic,Lagostomus_maximus,19400
Leopardus_amnicola,Neartic,Catopuma_badia,402575
Leopardus_amnicola,Neotropic,Leopardus_wiedii,21900
Leporillus_apicalis,All,No Replacement,0
Macropus_ferragus,All,No Replacement,0
Macropus_greyi,Australasia,Thylogale_billardierii,90675
Macropus_pearsoni,All,No Replacement,0
Macrotis_leucura,All,No Replacement,0
Mammut_americanum,Neartic,Loxodonta_africana,564300
Mammut_americanum,Neotropic,Loxodonta_africana,540675
Mammuthus_columbi,Neartic,Elephas_maximus,2545850
Mammuthus_columbi,Neotropic,Elephas_maximus,851975
Mammuthus_primigenius,Indomalaya,Elephas_maximus,39950
Mammuthus_primigenius,Neartic,Elephas_maximus,44875
Mammuthus_primigenius,Paleartic,Elephas_maximus,345700
Manis_paleojavanica,Indomalaya,Smutsia_gigantea,1557325
Megaceroides_algericus,All,No Replacement,0
Megaloceros_giganteus,Paleartic,Alces_alces,14631950
Megalonyx_jeffersonii,All,No Replacement,0
Megalotragus_priscus,Afrotropic,Alcelaphus_buselaphus,1259525
Megalovis_guangxiensis,Indomalaya,Pseudois_nayaur,13000
Megalovis_guangxiensis,Paleartic,Pseudois_nayaur,406775
Metasthenurus_newtonae,Australasia,Macropus_rufus,612825
Metridiochoerus_compactus,Afrotropic,Phacochoerus_africanus,6258750
Miracinonyx_trumani,Neartic,Puma_concolor,3287675
Morenelaphus_brachyceros,Neotropic,Ozotoceros_bezoarticus,5644600
Muknalia_minima,Neartic,Pecari_tajacu,1661200
Muknalia_minima,Neotropic,Pecari_tajacu,572250
Mylohyus_nasutus,All,No Replacement,0
Navahoceros_fricki,Neartic,Odocoileus_virginianus,10747400
Navahoceros_fricki,Neotropic,Odocoileus_virginianus,390100
Neochoerus_aesopi,Neartic,Hydrochoerus_hydrochaeris,572450
Neochoerus_aesopi,Neotropic,Hydrochoerus_hydrochaeris,15141950
Neosclerocalyptus_paskoenis,All,No Replacement,0
Neovison_macrodon,Neartic,Neovison_vison,250150
Neuryurus_trabeculatus,All,No Replacement,0
Notiomastodon_platensis,Neotropic,Elephas_maximus,8866125
Notomys_amplus,Australasia,Notomys_mitchellii,8225
Notomys_longicaudatus,Australasia,Notomys_mitchellii,250200
Notomys_macrotis,Australasia,Notomys_mitchellii,159575
Notomys_mordax,Australasia,Notomys_alexis,0
Notomys_mordax,Australasia,Notomys_aquilo,0
Notomys_mordax,Australasia,Notomys_fuscus,0
Notomys_robustus,Australasia,Notomys_fuscus,695775
Ochotona_whartoni,Neartic,Ochotona_alpina,4429050
Onychogalea_lunata,Australasia,Petrogale_lateralis,2947050
Oreamnos_harringtoni,Neartic,Ovis_canadensis,3737200
Oreamnos_harringtoni,Neotropic,Ovis_canadensis,25975
Pachyarmatherium_brasiliense,All,No Replacement,0
Palaeolama_major,Neotropic,Camelus_dromedarius,240950
Palaeolama_mirifica,Neartic,Lama_guanicoe,142200
Palaeolama_mirifica,Neotropic,Lama_guanicoe,0
